   2.0000000e+02   3.4013431e-09
   2.0200000e+02   1.4119605e-08
   2.0400000e+02   5.5269719e-08
   2.0600000e+02   2.0441720e-07
   2.0800000e+02   7.1573113e-07
   2.1000000e+02   2.3767704e-06
   2.1200000e+02   7.4989295e-06
   2.1400000e+02   2.2517743e-05
   2.1600000e+02   6.4457437e-05
   2.1800000e+02   1.7616685e-04
   2.2000000e+02   4.6039508e-04
   2.2200000e+02   1.1521696e-03
   2.2400000e+02   2.7648719e-03
   2.2600000e+02   6.3703709e-03
   2.2800000e+02   1.4109071e-02
   2.3000000e+02   3.0069444e-02
   2.3200000e+02   6.1716431e-02
   2.3400000e+02   1.2205004e-01
   2.3600000e+02   2.3256243e-01
   2.3800000e+02   4.2668641e-01
   2.4000000e+02   7.5257675e-01
   2.4200000e+02   1.2726162e+00
   2.4400000e+02   2.0554969e+00
   2.4600000e+02   3.1571104e+00
   2.4800000e+02   4.5921115e+00
   2.5000000e+02   6.3092047e+00
   2.5200000e+02   8.1903146e+00
   2.5400000e+02   1.0082488e+01
   2.5600000e+02   1.1845866e+01
   2.5800000e+02   1.3388763e+01
   2.6000000e+02   1.4675225e+01
   2.6200000e+02   1.5711935e+01
   2.6400000e+02   1.6529080e+01
   2.6600000e+02   1.7164899e+01
   2.6800000e+02   1.7656536e+01
   2.7000000e+02   1.8035970e+01
   2.7200000e+02   1.8328994e+01
   2.7400000e+02   1.8555643e+01
   2.7600000e+02   1.8731148e+01
   2.7800000e+02   1.8866938e+01
   2.8000000e+02   1.8971524e+01
   2.8200000e+02   1.9051209e+01
   2.8400000e+02   1.9110623e+01
   2.8600000e+02   1.9153130e+01
   2.8800000e+02   1.9181116e+01
   2.9000000e+02   1.9196196e+01
   2.9200000e+02   1.9199359e+01
   2.9400000e+02   1.9191061e+01
   2.9600000e+02   1.9171277e+01
   2.9800000e+02   1.9139526e+01
   3.0000000e+02   1.9094863e+01
   3.0200000e+02   1.9035848e+01
   3.0400000e+02   1.8960492e+01
   3.0600000e+02   1.8866172e+01
   3.0800000e+02   1.8749528e+01
   3.1000000e+02   1.8606335e+01
   3.1200000e+02   1.8431352e+01
   3.1400000e+02   1.8218164e+01
   3.1600000e+02   1.7959033e+01
   3.1800000e+02   1.7644795e+01
   3.2000000e+02   1.7264847e+01
   3.2200000e+02   1.6807333e+01
   3.2400000e+02   1.6259624e+01
   3.2600000e+02   1.5609247e+01
   3.2800000e+02   1.4845402e+01
   3.3000000e+02   1.3961117e+01
   3.3200000e+02   1.2955929e+01
   3.3400000e+02   1.1838659e+01
   3.3600000e+02   1.0629490e+01
   3.3800000e+02   9.3603421e+00
   3.4000000e+02   8.0727094e+00
   3.4200000e+02   6.8128624e+00
   3.4400000e+02   5.6253832e+00
   3.4600000e+02   4.5468414e+00
   3.4800000e+02   3.6014484e+00
   3.5000000e+02   2.7996897e+00
   3.5200000e+02   2.1397544e+00
   3.5400000e+02   1.6107238e+00
   3.5600000e+02   1.1962762e+00
   3.5800000e+02   8.7796316e-01
   3.6000000e+02   6.3760186e-01
   3.6200000e+02   4.5872648e-01
   3.6400000e+02   3.2726916e-01
   3.6600000e+02   2.3170907e-01
   3.6800000e+02   1.6290812e-01
   3.7000000e+02   1.1379588e-01
   3.7200000e+02   7.9008684e-02
   3.7400000e+02   5.4542501e-02
   3.7600000e+02   3.7448067e-02
   3.7800000e+02   2.5577657e-02
   3.8000000e+02   1.7382704e-02
   3.8200000e+02   1.1756453e-02
   3.8400000e+02   7.9141890e-03
   3.8600000e+02   5.3035924e-03
   3.8800000e+02   3.5385475e-03
   3.9000000e+02   2.3508499e-03
   3.9200000e+02   1.5553230e-03
   3.9400000e+02   1.0248504e-03
   3.9600000e+02   6.7265293e-04
   3.9800000e+02   4.3980182e-04
   4.0000000e+02   2.8648488e-04
